Country,City,Operator Name,He Photon And Electron Beam Rt,Proton Ion Therapy,XRay Generator,Brachy Therapy Inc El,Last Update,Latitude,Longitude
India,Bhavnagar,Health Care Global Enterprises Ltd - Bhavnagar (HCG Hospitals),1,0,0,0,2023.0,21.7662206,72.15413
India,Bhilai,Jawaharlal Nehru Cancer Hospital & Research Centre,1,0,0,1,2023.0,21.1938475,81.3509416
India,Bhilai,BSR Cancer Hospital & Res. Inst.,2,0,0,0,2010.0,21.216643,81.359439
India,Bhimavaram,International Cancer Center,1,0,0,1,2010.0,16.544893,81.521241
India,Bhopal,Jwaharlal Nehru Cancer Hospital & Research Centre,3,0,0,1,2023.0,23.2730315,77.3806136
India,Bhopal,Gandhi Medical College,1,0,0,1,2023.0,23.2599254,77.3909592
India,Bhopal,Madhya Pradesh Cancer Chikitsa,1,0,0,0,1998.0,23.2599333,77.412615
India,Bhopal,Chirayu Medical College and Hospital,1,0,0,1,2023.0,23.2690101,77.3081476
India,Bhopal,BANSAL HOSPITAL UNIT OF AYUSHMAN MEDICAL DIAGNOSTICS PVT LTD,1,0,0,0,2022.0,23.2613782,77.3934398
India,Bhubaneswar,Hemlata Hospital & Res. Centre,1,0,0,0,2023.0,20.314879,85.817038
India,Bhubaneswar,Kalinga Institute of Medical Sciences (KIMS),3,0,0,0,2024.0,20.3519291,85.8133651
India,BHUBANESWAR,"ALL INDIA INSTITUTE OF MEDICAL SCIENCES, BHUBANESWAR",1,0,0,0,2025.0,20.231832,85.7749943
India,Bikaner,Acharya Tulsi Regional Cancer Treatment And Research Institute(S. P. Medical College & Assoc. Gr. Of Hospitals),4,0,0,1,2022.0,28.0115515,73.3268128
India,Bilaspur,Apollo Hospitals Bilaspur,1,0,0,0,2023.0,22.0840714,82.1773395
India,Bokaro,Bokaro General Hospital,1,0,0,0,2023.0,23.674305,86.1456569
India,Burdhwan,Burdwan Medical College Hospital,1,0,0,1,2023.0,23.2441908,87.8561268
India,Chandigarh,Post Graduate Institute of Medical Education & Research,9,0,0,3,2022.0,30.7649984,76.7755589
India,Chandigarh,"Government Medical College & Hospital,Chandigarh",1,0,0,0,2023.0,30.7094598,76.7812713
India,Chennai,Apollo Speciality Hospital,5,0,0,1,2022.0,13.0707104,80.1506203
India,Chennai,Global Hospitals and Health City,3,0,0,1,2023.0,12.8979503,80.2056482
India,Chennai,Government Royapettah Hospital,2,0,0,0,2022.0,13.0546987,80.265062
India,Chennai,Sri Kanchi Kamakoti Sankara Hospital,2,0,0,1,2014.0,13.0574682,80.2461057
India,Chennai,Dr Kamakshi Memorial Hospital,2,0,0,1,2023.0,13.0012618,80.2576469
India,Chennai,VS Hospital,2,0,0,0,2022.0,13.1326084,80.2964968
India,Chennai,Barnard Institute of Radiology & Oncology,2,0,0,2,2010.0,13.0803091,80.2766436
India,Chennai,BILLROTH Hospitals Private Limited,1,0,0,1,2023.0,13.0757774,80.2272901
India,Chennai,Cancer Institute,12,0,1,2,2023.0,13.0067654,80.2398008
India,Chennai,Dr. Rai Memorial Cancer Institute,2,0,0,0,2023.0,13.0449914,80.2477152
India,Chennai,Govt. Stanley Hospital,1,0,0,1,2023.0,13.1060518,80.2859402
India,Chennai,I O G Govternment Hospital For Women and Children,1,0,0,0,2023.0,13.0714838,80.2589166
India,Chennai,Paterson Cancer Centre,1,0,0,2,2010.0,13.0462397,80.206916
India,Chennai,St. Thomas Hospital,1,0,0,0,2010.0,13.012147,80.1964437
India,Chennai,Apollo Hospitals Enterprises Limited (Apollo Proton Cancer Centre),0,1,0,0,2023.0,12.9800822,80.2500918
India,Chennai,Tamilnadu Government Multi Super Speciality Hospital,1,0,0,0,2022.0,13.0691876,80.2737108
India,Chennai,Tamil Nadu Government Multi Super Specialty Hospital,1,0,0,1,2023.0,13.0691876,80.2737108
India,Chennai,MGM CANCER INSTITUTE (UNIT OF MGM HEALTHCARE PRIVATE LIMITED),1,0,0,0,2024.0,13.0681058,80.2268478
India,Cherthala,MJKM Cancer Reseaech Centre,2,0,0,0,2014.0,9.6645448,76.3394616
India,Chiplun,"B K L Walawalkar Hospital, Diagnostic and Research Centre",1,0,0,1,2015.0,17.5319037,73.5151341
India,Coimbatore,Coimbatore Medical College Hospital,2,0,0,0,2023.0,10.9954372,76.9702762
India,Coimbatore,Sri Ramkrishna Hospital,3,0,0,1,2022.0,11.02318,76.9777328
India,Coimbatore,P. Pericihi Gounder Memorial Charitable Trust,2,0,0,0,2022.0,11.0100005,77.003079
India,Coimbatore,Kovai Medical Center And Hospital Limited,1,0,0,1,2022.0,11.0281565,76.9744611
India,Coimbatore,V.N Cancer Center G. Kuppuswamy Naidu Memorial Hospital,4,0,0,1,2022.0,11.012272,76.9806818
India,COIMBATORE,CANCER TREATMENT SERVICES HYDERABAD PRIVATE LIMITED,1,0,0,1,2023.0,17.406498,78.4772439
India,Coimbatore,PSG Institute of Medical Sciences Research and Hospitals,1,0,0,0,2023.0,11.0184084,77.0083609
India,Cooch Behar,Regional Cancer Centre,1,0,0,0,2023.0,26.3375596,89.460768
India,CUDDALORE,KRISHNA HOSPITALS AND RESEARCH FOUNDATION,1,0,0,1,2023.0,11.7572404,79.7614021
India,Cuttack,"Acharya Harihar Post-Graduate Institute Of Cancer (AHPGIC), CUTTACK",2,0,0,1,2022.0,20.4749637,85.8892634
India,Cuttack,HCG Panda Cancer Hospital(A Unit of Health Care Global Enterprises Limited),2,0,0,1,2023.0,20.3871215,85.8865982
India,Cuttack,Carcinova Cancer Hospital,1,0,0,0,2023.0,20.5230948,85.8284787
India,Darjeeling,North Bengal Medical College and Hospital,2,0,0,1,2022.0,26.6901068,88.3852015
India,Dehradun,Sushila Tiwari Memorial Cancer Research Institute,2,0,0,0,2014.0,30.1941431,78.1639098
India,Devangere,Bapuji Cancer Hospital,1,0,0,0,2014.0,14.4331643,75.9623503
India,Dibrugarh,Assam Medical College & Hospital,1,0,0,0,2023.0,27.4833971,94.9440578
India,DIBRUGARH,DIBRUGARH CANCER CENTRE,2,0,0,0,2025.0,27.4832317,94.9462422
India,Dimapur,Nagaland Cancer and Medical Research Institute,1,0,0,0,2017.0,25.9091406,93.7265605
India,Dimapur,Christian Institute Of Health Sciences & Research,1,0,0,0,2023.0,25.8610753,93.778607
India,Dindigul,Christian Cancer Centre,1,0,0,0,2014.0,10.361965,77.9735844
India,"DINDIGUL, TAMILNADU",VADAMALAYAN HOSPITALS(P) LTD,1,0,0,0,2024.0,10.380779,77.9689421
India,Dora Paula,Manipal Hospital Goa,1,0,0,0,2014.0,15.4600884,73.8132224
India,Durgapur,Shri Ramkrishna Institute of Medical Sciences and Sanaka Hospitals (A unit of Sanaka Educational Trust),1,0,0,0,2025.0,23.5739556,87.4049786
India,Eluru,Good Samaritan Cancer & General Hospital,2,0,0,1,2023.0,16.6966243,81.0943325
India,Ernakulam,"Government General Hospital,Ernakulam",3,0,0,1,2023.0,9.9723211,76.2818668
India,Erode,Dr Senthil Multispecialty Hospitals Pvt. Ltd.,1,0,0,0,2010.0,11.3410364,77.7171642
India,Erode,Sudha Hospitals,1,0,0,0,2024.0,11.3369904,77.7109361
India,Faridabad,Blue Sapphire Healthcares Pvt Ltd.,0,0,0,1,2023.0,28.4089123,77.3177894
India,Faridabad,ANSHU HOSPITALS LTD CO SARVODAYA HOSPITAL AND RESEARCH CENTRE,1,0,0,1,2023.0,28.3675921,77.3365436
India,FARIDABAD,AMRITA INSTITUTE OF MEDICAL SCIENCES,1,0,0,0,2024.0,28.4265768,77.3570366
India,Faridkot,Guru Gobind Singh Medical College,3,0,0,1,2023.0,30.680667,74.7473452
India,Gandhinagar,Apollo CBCC Hospitals,3,0,0,1,2022.0,23.1099457,72.6258087
India,Gangtok,Multispeciality Government Hospital,1,0,0,1,2023.0,27.3313512,88.6138113
India,Ganjam,M.K.C.G. Medical College Hospital,1,0,0,1,2023.0,19.3076505,84.8109778
India,Gao,Gao Medical College,1,0,0,1,2003.0,20.593684,78.96288
India,Ghaziabad,Galaxy Cancer Institute,2,0,0,1,2016.0,28.635084,77.332972
India,Goa,Goa Medical College,1,0,0,0,2022.0,15.4643263,73.8584025
India,Gorakhpur,Hanuman Prasad Poddar Cancer Hospital and Research Institute,2,0,0,0,2023.0,26.7723406,83.3878948
India,Gorakhpur,Dr.Chaturvedi Cancer Hospital & Research Institute Pvt. Ltd.,1,0,0,0,2023.0,26.7838517,83.3855685
India,Gujarat,"Samanvay Multispeciality Hospital, Junagadh, Gujarat",1,0,0,0,2024.0,21.5226045,70.4328599
India,Gulbarga,"VTSM, Peripheral Cancer Centre",2,0,0,0,2023.0,17.3277042,76.8407934
India,Gunadala,HCG-Curie City Cancer Centre,2,0,0,1,2023.0,16.5238674,80.6550634
India,Guntur,"Government General Hospital, Guntur",1,0,0,1,2023.0,16.2994719,80.4430526
India,Guntur,Guntur Cancer Care Centre,2,0,0,1,2014.0,16.3066525,80.4365402
India,Guntur,Yeragada Venkanna Chowdary Oncology Wing & Research Centre,1,0,0,0,2015.0,16.3136667,80.4131504
India,Guntur,Guntur Institute of Oncology Pvt Ltd (Omega Hospitals),2,0,0,0,2023.0,16.3163812,80.4722529
India,Gurgaon,Artemis Hospital,3,0,0,1,2023.0,28.4317417,77.072291
India,Gurgaon,"Fortis Hospitals Ltd., Gurgaon",2,0,0,1,2023.0,28.4582561,77.07028
India,Gurgaon,"Medanta The Medicity, Global Health Limited",4,0,0,1,2023.0,28.4594965,77.0266383
India,GURUGRAM,"PARAS HOSPITAL, PARAS HEALTHCARE PVT LTD",1,0,0,0,2023.0,28.4594965,77.0266383
India,Guwahati,Dr B Barooah Cancer Institute,4,0,0,1,2014.0,26.1650308,91.7467397
India,Guwahati,Gauhati Medical College and Hospital,4,0,0,1,2023.0,26.1542109,91.7700714
India,Gwalior,Cancer Hospital and Research Institute,3,0,0,1,2022.0,26.186612,78.163569
India,Gwalior,G.R.Medical College,1,0,0,1,2022.0,26.2011002,78.1539149
India,Gwalior,BIMR Hospitals,1,0,0,0,2023.0,26.2352579,78.2184329
India,Haldwani,Dr Susheela Tiwari Hospital,1,0,0,0,2010.0,29.2042321,79.5161205
India,Hisar,Sarvodaya Cancer Hospital and Research Institute,1,0,0,1,2016.0,29.1491875,75.7216527
India,Hisar (Haryana),VLCOM Healthcare Private Limited,1,0,0,0,2023.0,29.1491875,75.7216527
India,Hubballi,Radon Oncology Private Ltd,1,0,0,1,2023.0,15.3533711,75.1224917
India,Hubli,Karnataka Cancer Therapy & Research Institute,3,0,0,1,2022.0,15.3949925,75.0847617
India,Hubli,NMR Curie Centre of Oncology,1,0,0,0,2022.0,15.3509952,75.1167429
India,Hubli,Karnatak Institute of Medical Sciences,1,0,0,0,2018.0,15.3647083,75.1239547
India,Hyderabad,Mehdi Nawaz Jung (M.N.J.) Cancer Hospital & Research Institute,2,0,0,2,2014.0,17.3985266,78.4624766
India,Hyderabad,BIBI General Hospital and Cancer Centre,4,0,0,2,2022.0,17.3615076,78.4739731
India,Hyderabad,C D R Jagdish Cancer & Research Centre,1,0,0,0,2016.0,17.4032862,78.4797676
India,Hyderabad,Basavatarakam Indo American Cancer Hospital & Research Institute,5,0,0,2,2023.0,17.4171079,78.4305233
India,Hyderabad,Apollo Cancer Hospital,3,0,0,0,2023.0,17.4147817,78.4124823
India,Hyderabad,Nizam's Institute of Medical Sciences,1,0,0,1,2022.0,17.421937,78.4520067
India,Hyderabad,Yashoda Super Speciality Hospital ( Hyderabad ),2,0,0,0,2023.0,17.4477812,78.4411117
India,Hyderabad,Krishna Institute of Medical Sciences Pvt.Ltd,3,0,0,1,2022.0,17.4369073,78.4829178
India,Hyderabad,American Oncology Institute. A Unit of Cancer Treatment Services Hyderabad Private Limited,2,0,0,1,2023.0,17.4705647,78.3108967
India,Hyderabad,Aware Hospital,2,0,0,0,2010.0,17.3459452,78.5399442
India,Hyderabad,HYDERABAD INSTITUTE OF ONCOLOGY,3,0,0,0,2023.0,17.4870088,78.5370582
India,Hyderabad,Kamineni Hospital,1,0,0,1,2010.0,17.353368,78.555603
India,Hyderabad,Medwin Hospitals (Jaya Diagnostics and Research Centre),3,0,0,1,2023.0,17.3908821,78.4737864
India,Hyderabad,M. N. J. Institute Of Oncology,4,0,0,1,2023.0,17.3964197,78.4598712
India,Hyderabad,Yashoda Health Care Services Pvt. Ltd,1,0,0,0,2023.0,17.3948313,78.4398894
India,Hyderabad,"Quality Care India Limited, Hyderabad",1,0,0,1,2023.0,17.4088717,78.4345572
India,Hyderabad,Malla Reddy Narayana Multispeciality Hospital,1,0,0,1,2023.0,17.543957,78.433461
India,Hyderabad,M/S American Oncology Institute (A Unit of Cancer Treatment Services Hyderabad Pvt .Ltd),1,0,0,1,2023.0,17.4705647,78.3108967
India,HYDERABAD,AIG HOSPITALS,1,0,0,1,2023.0,17.4158843,78.4484621
India,HYDERABAD,SINDHU HOSPITALS SAI SINDHU FOUNDATION,1,0,0,0,2024.0,17.4339074,78.4103556
India,Imphal,Regional Institute of Medical Sciences,1,0,0,0,2022.0,24.8158998,93.9228051
India,Imphal,Cancer Treatment Services Hyderabad Pvt Ltd.,1,0,0,0,2023.0,17.406498,78.4772439
India,Indore,M.G.M. Medical College (Government Cancer Hospital),1,0,0,1,2023.0,22.7144205,75.882917
India,Indore,Cancer Care Trust & Research,1,0,0,0,2014.0,22.730145,75.8761891
India,Indore,Choithram Hospital and Research Center,1,0,0,0,2022.0,22.6875065,75.8542436
India,Indore,CHL CHARITABLE TRUST,1,0,0,0,2023.0,22.7707141,75.898402
India,Jabalpur,N. S. C. B. Medical College HospitalN. S. C. B. Medical College and Hospital,1,0,0,0,2023.0,23.1685786,79.9338798
India,Jabalpur,Metro Hospital & Cancer Research Centre,1,0,0,0,2010.0,23.187288,79.9285304
India,Jabalpur,City Hospital and Research Centre,1,0,0,0,2023.0,23.1624185,79.9445541
India,Jaipur,Sawai Man Singh Medical College & Hospital,3,0,0,1,2023.0,26.9057789,75.8190644
India,Jaipur,Bhagvan Mahaveer Cancer Hospital & Research Centre,4,0,0,1,2023.0,26.8626904,75.8064708
India,Jaipur,SEAROC Cancer Centre (AERB Alloted Inst. No. RJ-035),2,0,0,0,2016.0,26.9124336,75.7872709
India,Jaipur,Apex Hospitals Pvt. Ltd.,1,0,0,0,2019.0,26.8547789,75.8251461
India,Jaipur,Health Care Global Enterprises Ltd - Jaipur,1,0,0,0,2023.0,26.9177196,75.8197913
India,Jaipur,Shalby Hospital Pvt Ltd,1,0,0,1,2023.0,26.9034546,75.729164
India,JAIPUR,Narayana Multispeciality Hospital,1,0,0,0,2024.0,26.8780478,75.7745885
India,Jalandhar,Patel Hospital Pvt Ltd,1,0,0,1,2023.0,31.3234398,75.5782072
India,Jalandhar,Pruthi Hospital,1,0,0,1,2023.0,31.3175625,75.5741687
India,Jalna,Deepak Health And Wellness Pvt Ltd,1,0,0,1,2023.0,19.8346659,75.8816345
India,Jammu,"Government Medical College, Jammu",2,0,0,0,2023.0,32.7361128,74.8539737
India,Jamnagar,M P Shah Medical College & G G Hospital,2,0,0,1,2014.0,22.4769208,70.0651219
India,Jamshedpur,Meherbai Tata Memorial Hospital,1,0,0,0,2022.0,22.8026759,86.1814222
India,Jhansi,MLB Medical College,1,0,0,0,2010.0,25.4600347,78.6147049
India,Jodhpur,Dr. Sampurmanand Med. Col. Hosp.,2,0,0,0,2016.0,26.2697861,73.0077435
India,Jodhpur,Sanchetee Hospital and Cancer Institute,1,0,0,0,2023.0,26.272475,72.987435
India,Jodhpur,"AIIMS - All India Institute of Medical Sciences,Jodhpur",2,0,0,1,2023.0,26.2389604,73.0074086
India,Jodhpur,"MDM Hospital, Associated to Dr SN Medical College, Jodhpur (Raj.)",1,0,0,0,2022.0,26.264701,73.0076451
India,Junagadh,"Himalaya Cancer Hospital and Research Center, Junagadh",1,0,0,0,2023.0,21.6054274,70.4929671
India,Kakinada,Christian Cancer Centre,1,0,0,1,2022.0,16.9837142,82.2404611
India,Kakinada,"Government General Hospital,Karkinada",1,0,0,1,2023.0,16.9556927,82.2274281
India,Kalaburagi,HCG Cancer Centre,1,0,0,1,2018.0,17.3256879,76.8316589
India,Kanchipuram,Government Arignar Anna Memorial Cancer Hospital & Research Institute,2,0,0,0,2022.0,12.8698669,79.7158201
India,Kangra,Dr. Rajendra Prasad Govt. Medical College Kangra at Tanda,1,0,0,0,2023.0,32.0991951,76.2986883
India,Kannur,Kerela State Co-operative Hospital & Centre for Advanced Medical Services,1,0,0,0,2014.0,11.8704746,75.3678758
India,Kannur,Malabar Cancer Center,3,0,0,1,2023.0,11.7493131,75.5239768
India,Kanpur,J.K. Cancer Institute,3,0,0,0,2022.0,26.4825461,80.3019477
India,Kanpur,Ratan Cancer Hospital & Res. Inst.,1,0,0,1,2010.0,26.4584939,80.348259
India,Karad,Krishna Hospital and Medical Research Centre,1,0,0,0,2022.0,17.261078,74.1764819
India,Karamsad,Shree Krishna Hospital,2,0,0,1,2016.0,22.5395009,72.8936417
India,Karimnagar,Sushrutha Cancer Therapy & Research  Center,1,0,0,1,2022.0,18.4270223,79.1467698
India,Kochi,Amrita Institute Medical Science (AIMS),5,0,0,1,2023.0,10.0330508,76.2937513
India,Kochi,Lakeshore Hospital and Research Centre Ltd.,2,0,0,0,2018.0,9.9185258,76.31911
India,Kolar,R. L. Jalappa Hospital and Research Centre,1,0,0,0,2023.0,13.1320811,78.1730555
India,Kolhapur,Kolhapur Cancer Centre Pvt. Ltd,2,0,0,1,2023.0,16.6463006,74.2785096
India,Kolhapur,Apple Hospitals and Research Institute Limited,1,0,0,0,2020.0,16.7015472,74.2395063
India,Kolkata,"Medical College Hospital, Kolkata",2,0,0,1,2022.0,22.5730558,88.3616857
India,Kolkata,Saroj Gupta Cancer Centre and Research Institute,9,0,0,1,2022.0,22.45916,88.3197264
India,Kolkata,Institute of Post Graduate Medical Education and Research/S.S.K.M. Hospital,1,0,0,1,2023.0,22.53972,88.3419488
India,Kolkata,AMRI Hospitals Dhakuria,2,0,0,0,2023.0,22.512609,88.3676693
India,Kolkata,"R.G. Kar Medical College Hospital, Kolkata.",2,0,0,0,2023.0,22.6043284,88.3783475
India,Kolkata,Chittaranjan National Cancer Institute,4,0,0,2,2023.0,22.5250307,88.346834
India,Kolkata,N. R. S. Med. College Hospital,2,0,0,1,2023.0,22.5638227,88.3689021
India,Kolkata,"Ruby General Hospital, Ltd.",1,0,0,1,2023.0,22.5134681,88.4029682
India,Kolkata,Tata Medical Centre,4,0,0,1,2023.0,22.5773311,88.4800453
India,Kota,M B S Hospital,1,0,0,0,2023.0,25.196508,75.8539739
India,Kota,Kota Cancer Hospital and Research Center(Kota Cancer Society),2,0,0,1,2023.0,25.2138156,75.8647527
India,Kottayam,"Medical College Hospital,Kottayam",3,0,0,1,2022.0,9.6332441,76.5206863
India,Kottayam,Caritas Cancer Institute,1,0,0,1,2023.0,9.6462899,76.5496438
India,Kozhikode,"Medical College Hospital, Kozhikode",4,0,1,0,2022.0,11.2488425,75.783921
India,Kozhikode,Malabar Institute of Medical Sciences Ltd,2,0,0,1,2023.0,11.2457931,75.7986843
India,Kozhikode,"BABY MEMORIAL HOSPITAL(P) LTD.,",1,0,0,1,2016.0,11.317814,75.783421
India,Kozhikode,MVR Cancer Centre & Research Institute,2,0,0,0,2019.0,11.2958564,75.9476259
India,Kulasekharam,Sree Mookambika Institute of Medical Sciences,1,0,0,0,2023.0,8.3605661,77.2922623
India,Kurnool,Government General Hospital Kurnool,1,0,0,0,2022.0,15.8181377,78.0373369
India,Kurnool,Viswabharathi Cancer Hospital,2,0,0,1,2023.0,15.813784,78.0380562
India,Latur,Vivekanand Cancer Hospital,1,0,0,1,2023.0,18.4145544,76.538606
India,Loni - bk,Pravara Rural Hospital & Medical College,2,0,0,2,2015.0,19.5789444,74.4546862
India,Lucknow,Sanjay Gandhi Post-Graduate Inst. of Medical Sciences,3,0,0,1,2022.0,26.7435439,80.9452064
India,Lucknow,Raj Scanning Limited,1,0,0,1,2022.0,26.846797,80.9612767
India,Lucknow,King George Medical University,4,0,0,1,2023.0,26.8692441,80.9161691
India,Lucknow,ApolloMedics International life sciences limited,1,0,0,0,2023.0,26.8381,80.9346001
India,Lucknow,Kalyan Singh Super Specialty Cancer Institute,2,0,0,0,2023.0,26.7867006,81.0179509
India,Ludhiana,Mohan Dai Oswal Cancer Treatment And Research foundation.,2,0,0,1,2022.0,30.6608399,76.2968887
India,Madras,Government General Hospital,1,0,0,0,2014.0,16.5164879,80.6702523
India,Madurai,Apollo Speciality Hospitals - Meenakshi Mission Hospital & Research Centre,2,0,0,0,2023.0,9.9479215,78.1625445
India,Madurai,Government Rajaji Hospital,2,0,0,0,2022.0,9.928265,78.1301814
India,Madurai,Dhevaki Diagnostic Private Limited,1,0,0,1,2023.0,9.9261153,78.1140983
India,Madurai,Sr Trust-Meenakshi Mission Hospital and Research Centre,2,0,0,0,2023.0,9.9479215,78.1625445
India,Madurai,Madurai Cancer Centre,1,0,0,0,2023.0,9.9233743,78.113494
India,Madurai,Vadamalayan Hospital Private Limited,1,0,0,1,2023.0,9.9428015,78.1307202
India,Mandya,Mandya Institute of Medical Sciences,1,0,0,0,2014.0,12.5256316,76.9001986
India,Mandya,Peripheral Cancer Centre,1,0,0,0,2023.0,12.6368939,76.7275477
India,MANGALDAI,"DARRANG CANCER CENTRE, ASSAM CANCER CARE FOUNDATION",1,0,0,0,2025.0,26.1493746,91.7859574
India,Mangalore,Kasturba Medical College Hospital,2,0,0,1,2025.0,13.3527628,74.7872226
India,MANGALORE,FATHER MULLER MEDICAL COLLEGE AND HOSPITAL,2,0,0,1,2025.0,12.8666684,74.8586997
India,Mangalore,Mangalore Institute of Oncology,1,0,0,1,2023.0,12.8674933,74.8667125
India,Mangalore,T. M. A. Pai Hospital,2,0,0,0,2010.0,13.3323983,74.7470072
India,MANGALORE,A J HOSPITAL AND RESEARCH CENTER,1,0,0,0,2025.0,26.3457475,92.6928909
India,Manipal,"Kasturba Hospital,Manipal(An Associate Hospital of Mahe,Manipal)",3,0,0,2,2022.0,13.3530883,74.7891678
India,Manipur,Regional Medical College,1,0,0,0,1999.0,24.7208818,93.9229386
India,Mathura,Shankar Institute of Cancer Therapy & Research,1,0,0,0,2010.0,27.4955539,77.6855554
India,Mathura,Nayati Healthcare and Research Private Limited,1,0,0,1,2023.0,28.580886,77.3229614
India,Meerut,Lala Lajpatrai Memorial Medical College,1,0,0,0,2022.0,29.0018557,77.7679671
India,Meerut,Valentis Cancer Care Hospital Pvt. Ltd.,1,0,0,0,2023.0,29.0018557,77.7679671
India,Mehsana,Shankus Hospitals Private Limited,1,0,0,0,2023.0,23.6012628,72.3741516
India,"Mehsana, Gujarat",Shankus Medicity,1,0,0,0,2021.0,23.4722412,72.3880839
India,Miraj,Shri Siddhi Vinayak Ganapati Cancer Hospital,2,0,0,1,2023.0,16.8585161,74.7108947
India,Miraj,Community Cancer Care,1,0,0,1,1999.0,16.8585161,74.7108947
India,Miraj,Shiv Cancer Institute Pvt.Ltd,1,0,0,1,2023.0,16.8302336,74.6385859
India,Mohali,Indus Super Speciality Hospital,1,0,0,1,2022.0,30.7292742,76.7219871
India,Mohali,Grecian Super Speciality Hospital,1,0,0,1,2022.0,30.6912064,76.723156
India,Mohali,"Max Super Specialty Hospital, Mohali-(A Unit Of Hometrail Buildtech Private Limited)",1,0,0,1,2023.0,30.7399928,76.7143516
India,Mohali,Behgal Institute of IT and Radiation Technology,1,0,0,0,2023.0,30.7041168,76.7176885
India,Moktsar,Adesh Charitable Cancer Hospital,1,0,0,0,2022.0,30.4777634,74.5301979
India,Mumbai,Dr. Balabhai Nanavati Hospital,2,0,0,1,2022.0,19.0958824,72.840261
India,Mumbai,Lady Ratan Tata Medical and Research Centre,2,0,0,0,2014.0,18.9232022,72.8276195
India,Mumbai,B Y L Nair Charitable Hospital,1,0,0,0,2022.0,18.9730203,72.8218343
India,Mumbai,Jaslok Hospital and Research Centre,4,0,0,1,2022.0,18.9715715,72.8099571
India,Mumbai,Bombay Hospital & Medical Research Centre,1,0,0,1,2022.0,18.9410686,72.827433
India,Mumbai,P. D. Hinduja National Hospital,2,0,0,1,2022.0,19.054999,72.8692035
India,Mumbai,Cama and Albless Hospital,1,0,0,1,2022.0,18.9420761,72.832243
India,Mumbai,Kokilaben Dhirubhai Ambani Hospital and Research Institute,3,0,0,1,2023.0,19.1311225,72.8246837
India,Mumbai,Holy Spirit Hospital,0,0,0,1,2023.0,19.1273935,72.8671834
India,Mumbai,Fortis Hospital Ltd.,1,0,0,0,2022.0,28.4582561,77.07028
India,Mumbai,INHS Asvini,1,0,0,1,2023.0,18.9001523,72.8152347
India,Mumbai,Dr. L.H. Hiranandani Hospital,1,0,0,1,2023.0,19.1205191,72.9169504
India,Mumbai,Tata Memorial Hospital,11,0,0,2,2024.0,19.0046841,72.8429034
India,Mumbai,APEX HCG ONCOLOGY HOSPITALS LLP,1,0,0,1,2023.0,19.054999,72.8692035
India,Mumbai,Sir HN Reliance Foundation Hospital and Research Center,0,0,0,1,2022.0,18.9587321,72.8200554
India,"Mylapore, Chennai",KMC HCG Curie Centre of Oncology,1,0,0,0,2015.0,13.0316473,80.2700166
India,Mysore,Bharath Hospital & Institute Of Oncology ( Sada Sharada Tumor And Research Institute),2,0,0,1,2022.0,12.3531482,76.6079925
India,Mysore,KR Hospital,1,0,0,0,2023.0,28.5073962,77.185023
India,Mysore,Bharat Charitable Cancer Hospital,2,0,0,1,2023.0,29.6303209,77.6826736
India,Mysore,Clearmedi Radiant Hospital,1,0,0,0,2023.0,12.3217974,76.6091748
India,Mysore,Narayana Hrudayalaya Surgical Hospital Pvt Ltd,1,0,0,0,2023.0,12.3051828,76.6553609
India,Nagpur,Rashtra Sant Tukdoji Cancer Hospital  & Research. Centre,3,0,0,0,2022.0,21.1498134,79.0820556
India,Nagpur,Government Medical College Hospital,2,0,0,0,2023.0,21.1296014,79.0974775
India,Nagpur,National Cancer Institute,2,0,0,0,2019.0,21.1498134,79.0820556
India,Nagpur,HCG NCHRI Cancer Centre,1,0,0,0,2023.0,21.1781655,79.1233803
India,Nagpur,American Oncology Institute (Cancer Treatment Hospital) - Nagpur,1,0,0,0,2023.0,21.1326585,79.0045529
India,Nagpur,"All India Institute of Medical Sciences, Nagpur",1,0,0,0,2023.0,21.0359743,79.0267258
India,NAGPUR,MAX SUPER SPECIALITY HOSPITAL ( A UNIT OF ALEXIS MULTISPECIALITY HOSPITAL PRIVATE LIMITED),1,0,0,0,2024.0,21.1857573,79.0795349
India,Naharlagun,Tomo Riba Institute of Health and Medical Sciences,1,0,0,0,2023.0,27.1040113,93.691061
India,Nanded,Nanded Medical Foundations Cancer Hospital,1,0,0,0,2023.0,19.1485289,77.3191471
India,Nashik,Uddhav Memorial Hospital,1,0,0,0,2014.0,20.0275783,73.8403542
India,Nashik,Namco Charitable Trusts Smt. S.G.S. Cancer Hospital - Udhav Memorial Cancer Hospital,1,0,0,0,2022.0,20.0112475,73.7902364
India,Nashik,"HCG Manavata Cancer Centre, Nashik",2,0,0,1,2023.0,19.9898454,73.7872941
India,Nashik,Regional Referral Hospital,0,0,0,1,2023.0,20.0112475,73.7902364
India,Nashik,Dr.Babasaheb Ambedkar Vaidyakiya Prathisthan’s Shri Guruji Rugnalaya,1,0,0,1,2023.0,20.0112475,73.7902364
India,Navi Mumbai,"ACTREC, Tata Memorial Centre",13,0,0,2,2023.0,19.064555,73.0654071
India,Navi Mumbai,"Advanced Centre for Treatment, Research and Education in Cancer (ACTREC)",2,0,0,1,2024.0,19.064555,73.0654071
India,Navi Mumbai,Mahatma Phule Charitable Trust Hospital,1,0,0,1,2023.0,19.063268,73.012485
